,zip_code,latitude,longitude,county
1515,14215,42.935288,-78.810645,21
1516,14216,42.949615,-78.861119,21
1517,14217,42.971876,-78.876869,21
1518,14218,42.819372,-78.830952,21
1519,14219,42.788675,-78.826431,21
1520,14220,42.845738,-78.822076,21
1521,14221,42.984481,-78.722761,21
1522,14222,42.919826,-78.876923,21
1523,14223,42.973452,-78.846201,21
1524,14224,42.837759,-78.747821,21
1525,14225,42.928949,-78.750273,21
1526,14226,42.971014,-78.796455,21
1527,14227,42.886872,-78.730832,21
1528,14228,43.044371,-78.777335,21
1529,14261,43.007693,-78.791436,21
1530,14301,43.095821,-79.040408,21
1531,14302,43.093896,-79.049193,21
1532,14303,43.084975,-79.038402,21
1533,14304,43.099407,-78.951983,21
1534,14305,43.122831,-79.023218,21
1535,14411,43.235972,-78.216477,10
1536,14414,42.890961,-77.743757,7
1537,14415,42.755495,-77.017084,52
1538,14416,43.082693,-77.980115,7
1539,14418,42.60443,-77.216428,52
1540,14420,43.211739,-77.934564,19
1541,14422,43.084761,-78.066965,10
1542,14423,42.933948,-77.821103,7
1543,14424,42.856695,-77.303277,52
1544,14425,42.991514,-77.33802,52
1545,14427,42.621589,-78.053905,7
1546,14428,43.080517,-77.853568,19
1547,14432,42.957391,-77.143523,52
1548,14433,43.082126,-76.877598,50
1549,14435,42.712552,-77.663312,7
1550,14437,42.570141,-77.733764,7
1551,14441,42.68461,-76.957603,52
1552,14445,43.113062,-77.490306,19
1553,14450,43.092487,-77.420461,19
1554,14454,42.797774,-77.774638,7
1555,14456,42.847695,-76.998972,52
1556,14462,42.686534,-77.751115,7
1557,14464,43.327049,-77.932163,19
1558,14466,42.776517,-77.581042,19
1559,14467,43.036367,-77.612051,19
1560,14468,43.293956,-77.802049,19
1561,14469,42.877919,-77.471014,19
1562,14470,43.205212,-78.057685,10
1563,14471,42.753761,-77.492189,52
1564,14472,42.966819,-77.575134,19
1565,14475,42.937819,-77.498297,19
1566,14476,43.329379,-78.0428,10
1567,14477,43.333129,-78.140393,10
1568,14478,42.577823,-77.126322,52
1569,14479,43.236262,-78.313775,10
1570,14480,42.838482,-77.710342,7
1571,14481,42.761795,-77.921452,7
1572,14482,42.978904,-77.971534,7
1573,14485,42.882635,-77.601026,19
1574,14486,42.89428,-77.921587,7
1575,14487,42.811758,-77.636006,19
1576,14489,43.088381,-76.994347,52
1577,14502,43.096594,-77.335388,52
1578,14504,42.968981,-77.231501,52
1579,14505,43.159419,-77.168961,52
1580,14506,43.005511,-77.516656,19
1581,14507,42.684916,-77.254886,52
1582,14510,42.68301,-77.869009,7
1583,14511,42.999374,-77.89179,7
1584,14512,42.645241,-77.39977,52
1585,14513,43.086308,-77.092116,52
1586,14514,43.109913,-77.814986,19
1587,14516,43.201328,-76.919338,50
1588,14517,42.592426,-77.895852,7
1589,14519,43.233972,-77.314631,19
1590,14521,42.676642,-76.805003,36
1591,14522,43.061423,-77.220399,52
1592,14525,42.877513,-78.013345,7
1593,14526,43.151464,-77.444396,19
1594,14527,42.665508,-77.066309,52
1595,14529,42.539976,-77.6381,20
1596,14530,42.73991,-77.998746,7
1597,14532,42.964101,-77.032088,52
1598,14533,42.838808,-77.888751,7
1599,14534,43.05689,-77.521042,19
1600,14536,42.543975,-78.083671,7
1601,14537,43.035808,-77.163201,52
1602,14539,42.834499,-77.874751,7
1603,14541,42.765059,-76.848967,52
1604,14542,43.147329,-76.860121,50
1605,14543,42.983831,-77.678535,19
1606,14544,42.756251,-77.243735,52
1607,14545,42.664857,-77.701007,7
1608,14546,43.032675,-77.780006,19
1609,14548,42.976072,-77.24387,52
1610,14549,42.700031,-78.017273,7
1611,14550,42.679902,-78.093487,7
1612,14551,43.218368,-77.049581,52
1613,14555,43.260787,-76.97574,50
1614,14559,43.18998,-77.819052,19
1615,14560,42.683429,-77.565904,20
1616,14561,42.820432,-77.131778,52
1617,14564,42.986699,-77.43436,19
1618,14568,43.161845,-77.281657,52
1619,14569,42.735221,-78.171092,7
1620,14571,43.341652,-78.251742,10
1621,14572,42.564925,-77.562598,20
1622,14580,43.217283,-77.444534,19
1623,14585,42.906261,-77.553145,19
1624,14586,43.041675,-77.689904,19
1625,14588,42.680987,-76.870803,52
1626,14589,43.249424,-77.174261,52
1627,14590,43.242547,-76.826243,50
1628,14591,42.832085,-78.107386,7
1629,14592,42.872237,-77.895893,7
1630,14604,43.156212,-77.604741,19
1631,14605,43.168428,-77.602642,19
1632,14606,43.171047,-77.697953,19
1633,14607,43.150776,-77.586432,19
